"","Denominación_social","Domicilio_social","Latitud","Longitud","Fecha_constitución","CNAE","Objeto_social","Tamaño_empresa_por_facturación","Índice_crec_interanual_ventas","Tamaño_empresa_por_empleados","Empleo_fijo","Empleo_temporal","Teléfono","Estado","URL","Metatag_descripción","RRSS","Cotización_en_bolsa","Actividad_internacional","Capital_social","Empleados","Empleados_año","Resultado","Municipio"
"2962","Estampaciones Intxorta, Sa (extinguida)","POLIGONO INDUSTRIAL BETSAIDE, NAVES B9 Y B12","0","0","04/06/1999","2550 - Forja, estampación y embutición de metales; metalurgia de polvos","ESTAMPACION EN FRIO Y CALIENTE DE TODA CLASE DE PIEZAS METALICAS.","Entre 1,5 y 3 millones €","2011: 
2012: 12,05 %
2013: -12,8 %","Entre 5 y 25","2009: 100,00 %
2010: 100,00 %
2011: 94,44 %
2012: 94,44 %","2009: 0 %
2010: 0 %
2011: 5,55 %
2012: 5,55 %","946231914","Extinguida","http://www.intxorta.com","-","-","NO","No constan","171.285 €","15 (año 2014)","2014","Negativo Consultar","Elorrio"
"2963","Moreno Lamas Nicolas","-",NA,NA,"-","7420 - Actividades de fotografía","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2964","Eguidazu Iriondo Lidia Maria","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2965","Eguzkialde C.b.","VP UNIDAD DE ACTUACION, 3","0","0","01/06/1996","4110 - Promoción inmobiliaria","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2966","Julian Cuadra Barrenengoa Y Otros","CALLE SAN JOSE KALEA","43,1291541","-2,54540159","01/01/2000","4110 - Promoción inmobiliaria","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2967","Aitor Igarza Pildain Carlos Villaescusa","CALLE KLAUDIO GALLASTEGI, 2","43,130554","-2,540206","01/01/2003","6820 - Alquiler de bienes inmobiliarios por cuenta propia","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2968","Maria Pilar Ardanza Macazaga Antonio Pag","CALLE KANPOKALE, 10","43,13090587","-2,54397194","01/01/2003","6820 - Alquiler de bienes inmobiliarios por cuenta propia","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2969","Villar Candida Bravo Sanchez Julian Masa","CALLE IBARRA, 4","43,132801","-2,54743","02/01/1989","6820 - Alquiler de bienes inmobiliarios por cuenta propia","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2970","Alberto Z. Jose Antonio Alcorta Gorosabel","AVENIDA ARRASATE, 39","43,12514995","-2,53050164","23/01/1989","6820 - Alquiler de bienes inmobiliarios por cuenta propia","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2971","Maria Amaya Arizmendiarrieta Velar-raquel","CALLE ERREKAKALE, 10 - BJO","43,13091513","-2,54337217","01/01/2017","4724 - Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2972","Joaquina Felipe Cozar-oier Burua","CALLE SAN JOSE, 8 - 2º DCH H","43,12975186","-2,54530134","01/01/2017","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2973","Esteibarlanda Iratzagorria Ignacio Villamarin Paradela Celso Cb","CALLE SAN FAUSTO","43,12993444","-2,54868196","14/05/1986","-","-","-","-","-","-","-","-","Activa","-","-","-","NO","No constan","-","-","-","-","Elorrio"
"2974","Ayarzaguena San Roman Luis Miguel","-",NA,NA,"-","8622 - Actividades de medicina especializada","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2975","Pelazas Fernandez Ana Belen","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2976","Hillargizar Sl","BARRIO MENDRAKA, 2","43,14519503","-2,5353066","24/10/1994","9609 - Otros servicios personales n.c.o.p.","ACTIVIDADES RELACIONADAS CON MEDIOS DE AUDIOVISUALES EN GENERAL CINE TEATRO TELEVISION RADIO PRENSA ESCRITA O VIDEO ETC.","-","2013: 100,00 %
0 %: 2014
100,00 %: 0 %
2015: 100,00 %
0 %: 2017
100,00 %: 0 %","Menos de 5","Administrador Único:  CARMEN MARINA I...","-","-","Activa","-","-","-","NO","No constan","3.005,06 €","1 (año 2017)","2017","Positivo Consultar","Elorrio"
"2977","Integra Conocimiento Sl  (extinguida)","CALLE URKIZUARAN KALEA, S/N","0","0","22/02/2005","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","LA REALIZACION DE ACTIVIDADES DE INGENIERIA, ASESORAMIENTO Y ASISTENCIA EN TODO TIPO DE PROCESOS PRODUCTIVOS DE CARACTER INDUSTRIAL","-","-","-","-","-","946231680","Extinguida","-","-","-","NO","No constan","6.000 €","-","-","Negativo Consultar","Elorrio"
"2978","Radiadores Ura Sl","BARRIO SAN AGUSTIN, PB 2 M 17","43,13074794","-2,5579032","23/10/2007","2521 - Fabricación de radiadores y calderas para calefacción central","LA FABRICACION Y VENTA DE RADIADORES.","-","Administrador Único:  FRANCISCO JAVIER O...
Apoderado:  BLAS G...","-","-","-","-","Activa","-","-","-","NO","No constan","3.100 €","-","-","Negativo Consultar","Elorrio"
"2979","Alberdi Igartua Jose Ramon","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2980","Fernandez Marquez Maria Mar","-",NA,NA,"-","4751 - Comercio al por menor de textiles en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2981","Urrejola Eriz Juan Manuel","-",NA,NA,"-","7739 - Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2982","Amesti Aguirre Gonzalo Roman","-",NA,NA,"-","4772 - Comercio al por menor de calzado y artículos de cuero en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2983","Urien Irisarri Alfredo","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2984","Murgoitio Echabarri Leire","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2985","Solozabal Orbegozo Itziar","-",NA,NA,"-","4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2986","Garitagoitia Garayandia Ignacio","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2987","Salterain Marzana Juan Jose","-",NA,NA,"-","3519 - Producción de energía eléctrica de otros tipos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2988","Carretero Olabegoya Maria Isabel","-",NA,NA,"-","4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2989","Macho Bayona Juan Carlos","-",NA,NA,"-","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2990","Urrejola Eriz Josu","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2991","Urtiaga Negugogor Jose Ramon","-",NA,NA,"-","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2992","Campo Celis Jose Luis","-",NA,NA,"-","4312 - Preparación de terrenos","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2993","Salazar Bilbao Aratz","-",NA,NA,"-","4332 - Instalación de carpintería","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2994","Tiendateca Sociedad Limitada.  (extinguida)","CALLE NIZETO URKIZU, 15 - PISO 5 IZ","43,131376","-2,53997","02/08/2011","6201 - Actividades de programación informática","Informática, telecomunicaciones y ofimática. Consultoría informática, soluciones para internet y software para comercio electrónico","-","-","-","-","-","-","Extinguida","-","-","-","NO","No constan","3.020 €","-","-","-","Elorrio"
"2995","Jauregui Gallastegui Valentin","-",NA,NA,"-","5510 - Hoteles y alojamientos similares","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2996","Descarga Sarraoa Ana Isabel","-",NA,NA,"-","4752 - Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2997","Mendizabal Santamaria Alazne","-",NA,NA,"-","8121 - Limpieza general de edificios","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2998","Yarza Azcarate Maria Carmen","-",NA,NA,"-","2599 - Fabricación de otros productos metálicos n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"2999","Zubiate Pujana Hector","-",NA,NA,"-","4939 - Otros tipos de transporte terrestre de pasajeros n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3000","Muriel Guillen Juan Pedro","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3001","Mairena Perez Jose Maria","-",NA,NA,"-","4729 - Otro comercio al por menor de productos alimenticios en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3002","Arrinda Bilbao Miren Gixane","-",NA,NA,"-","4754 - Comercio al por menor de aparatos electrodomésticos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3003","Flores Lerma Jesus Maria","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3004","Aramberri Pueyo Francisco","-",NA,NA,"-","4722 - Comercio al por menor de carne y productos cárnicos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3005","Aramburu Guenaga Goretti","-",NA,NA,"-","8230 - Organización de convenciones y ferias de muestras","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3006","Ugarte Navarro Maria Jose","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3007","Rojas Gavilan Francisco","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3008","Zumarraga Garaizabal Amaia","-",NA,NA,"-","4771 - Comercio al por menor de prendas de vestir en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3009","Lejarraga Marzana Maria Amaia","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3010","Uribesalgo Sanchez Aitor","-",NA,NA,"-","4941 - Transporte de mercancías por carretera","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3011","Urien Uriarte Jesus Vicente","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3012","Szucs Marin","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3013","Bera Stefan Valentin","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3014","Diallo Boubacar","-",NA,NA,"-","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3015","Moreno Zubiaga Ane","-",NA,NA,"-","9602 - Peluquería y otros tratamientos de belleza","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3016","San Pedro Novoa Txaber","-",NA,NA,"-","4321 - Instalaciones eléctricas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3017","Barrainkua Urien Jose Antonio","-",NA,NA,"-","3312 - Reparación de maquinaria","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3018","Lasuen Garitano Maria Iciar","-",NA,NA,"-","4774 - Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3019","Olabarrieta Rodriguez Edorta","-",NA,NA,"-","4773 - Comercio al por menor de productos farmacéuticos en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3020","Arginzoniz Zubiaurre Miren Maite","-",NA,NA,"-","5630 - Establecimientos de bebidas","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3021","Cea Garcia Maria Rosario","-",NA,NA,"-","4721 - Comercio al por menor de frutas y hortalizas en establecimientos especializados","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3022","Urizar Duñabeitia Maria Montserrat","-",NA,NA,"-","4775 - Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados","venta al detall de artículos de perfumería, cosmética","-","-","Menos de 5","-","-","-","Activa","-","-","-","-","No constan","-","2 (año 2013)","2013","-","Elorrio"
"3023","Cano Madrigal Pedro Ramon","-",NA,NA,"-","4399 - Otras actividades de construcción especializada n.c.o.p.","-","-","-","-","-","-","-","Activa","-","-","-","-","No constan","-","-","-","-","Elorrio"
"3024","Aportaciones Financieras Eroski Sa","BARRIO SAN AGUSTIN, S/N","43,13074794","-2,5579032","13/05/2004","7010 - Actividades de las sedes centrales","LA COMPRA, VENTA Y TENENCIA DE VALORES MOBILIARIOS Y OTROS ACTIVOS FINANCIEROS","-","Presidente:  JAVIER A...
Consejero Delegado: CENTROS COMERCIALES CECO SOCIEDAD ANONIMA","-","-","-","943779339","Activa","-","-","-","NO","No constan","90.000 €","-","-","Positivo Consultar","Elorrio"
"3025","Jose Luis Santillan Sa (extinguida)","POLIGONO INDUSTRIAL BETSAIDE, II. PAB B5-B6","0","0","15/01/1982","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","REALIZACION DE INSTALACIONES INDUSTRIALES DE AIRE ACONDICIONADO Y RELACIONADOS","Entre 6 y 30 millones €","2015: 
2016: 36,82 %
2017: -4,39 %","Entre 25 y 50","2013: 97,56 %
2014: 97,36 %
2015: 92,30 %
2016: 80,00 %
2017: 82,60 %","2013: 2,43 %
2014: 2,63 %
2015: 7,69 %
2016: 20,00 %
2017: 17,39 %","946238000","Extinguida","http://www.santillan.es","Instalaciones Industriales, Mantenimiento y Eficiencia Energética. Instalaciones Industriales, Mantenimiento, Eficiencia Energética, Eficiencia, Gas, Mantenimiento, Instalaciones","https://twitter.com/#!/santillan_web, http://www.linkedin.com/pub/santillan-web-santillan/4a/26a/a6a?trk=tbr","NO","Importa","60.101,21 €","46 (año 2017)","2017","Positivo Consultar","Elorrio"
"3026","Copecelt Sa (en Liquidacion)","CALLE SAN FAUSTO, 2","43,130423","-2,548713","19/12/1985","4671 - Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares","EXPLOTACION DE BUQUES PESQUEROS, MERCANTES, INDUSTRIAS FRIGORIFICAS DE TIERRA, ELABORACION DE PRODUCTOS PRECOCINADOS, IMPORTACION Y EXPORTACION DE PESCADOS, ADQUISICION Y ENAJENACION DE BIENES MUEBLES E INMUEBLES, ETC","-","Liquidador:  JULEN E...","-","-","-","946820556","Activa","-","-","-","NO","No constan","60.101,21 €","-","-","Negativo Consultar","Elorrio"
"3027","Fytasa Fundiciones Sociedad Anonima (en Liquidacion)","CALLE JULIAN ARIÑO KALEA, 4","43,129777","-2,536705","09/10/1996","2451 - Fundición de hierro","MANIPULACION, FUNDICION, MECANIZADO, TRATAMIENTO Y PRODUCCION EN GENERAL DE TODO TIPO DE ELEMENTOS, TANTO METALICOS (FERREOS O NO), COMO NO METALICOS, ASI COMO CUALQUIER ACTIVIDAD DE ESTAMPACION Y FORJA DE TALES ELEMENTN","Entre 6 y 30 millones €","2007: 
2008: 1,7 %
2009: -66,15 %","Entre 5 y 25","2005: 80,76 %
2006: 88,00 %
2007: 96,15 %
2008: 92,00 %
2009: 95,45 %","2005: 19,23 %
2006: 12,00 %
2007: 3,84 %
2008: 8,00 %
2009: 4,54 %","946584540","Activa","-","-","-","NO","Exporta","1.600.000 €","22 (año 2009)","2009","Negativo Consultar","Elorrio"
"3028","Gambe Sa","POLIGONO IND SAN AGUSTIN, 14","0","0","06/02/1986","4643 - Comercio al por mayor de aparatos electrodomésticos","-","Entre 0,6 y 1,5 millones €","2011: 
2012: 6,36 %
2013: 31,7 %","Menos de 5","2009: 100,00 %
2010: 100,00 %
2011: 100,00 %
2012: 100,00 %
2013: 100,00 %","2009: 0 %
2010: 0 %
2011: 0 %
2012: 0 %
2013: 0 %","-","Activa","-","-","-","NO","No constan","256.932,67 €","1 (año 2013)","2013","Positivo Consultar","Elorrio"
